,age,workclass,fnlwgt,education,marital_status,relationship,sex,capital_gain,capital_loss,hour_per_week,native_country,race_Asian-Pac-Islander,race_Black,race_Other,race_White,occupation_Armed-Forces,occupation_Craft-repair,occupation_Exec-managerial,occupation_Farming-fishing,occupation_Handlers-cleaners,occupation_Machine-op-inspct,occupation_Other-service,occupation_Priv-house-serv,occupation_Prof-specialty,occupation_Protective-serv,occupation_Sales,occupation_Tech-support,occupation_Transport-moving,income_class
30594,29,5,65372,2,2,2,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30595,45,5,343377,2,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30596,52,4,30731,5,1,5,1,0,0,45,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30597,35,5,412379,1,0,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30598,46,2,112320,5,2,0,0,0,0,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30599,63,5,181929,1,6,2,1,0,0,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30600,32,3,100135,5,1,4,0,0,0,35,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30601,24,5,128061,1,0,3,0,594,0,15,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30602,72,5,402306,2,1,5,1,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30603,35,5,98389,2,0,2,1,0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30604,29,5,179565,5,0,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30605,35,5,64922,5,1,5,1,7688,0,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30606,70,5,102610,1,1,5,1,0,0,32,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30607,65,5,115513,5,1,5,1,5556,0,48,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30608,36,5,150548,1,0,0,0,0,0,30,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30609,53,5,133219,1,1,5,1,4386,0,30,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30610,49,3,67001,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30611,60,5,162347,7,1,5,1,0,1902,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30612,18,5,138557,1,0,3,1,0,0,40,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30613,21,5,170456,2,0,3,1,0,0,35,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30614,42,5,66006,1,0,0,1,0,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30615,25,7,176077,6,0,0,0,0,0,37,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30616,32,5,218322,1,1,5,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30617,25,2,181691,1,1,5,1,0,0,60,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30618,47,5,168232,5,1,5,1,7298,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30619,30,5,161690,3,0,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30620,21,5,242736,4,0,3,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30621,38,6,67317,5,1,5,1,0,0,60,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30622,34,5,265807,1,1,5,1,0,2051,55,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30623,37,5,99357,4,0,0,0,0,0,30,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30624,56,5,170070,1,1,4,0,0,0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30625,52,7,231166,3,1,5,1,0,0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30626,23,5,62339,5,0,3,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30627,29,7,118520,1,1,5,1,0,0,42,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30628,45,5,155659,1,1,5,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30629,23,3,157331,5,0,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30630,45,5,341762,6,1,5,1,0,0,65,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30631,30,5,164190,5,0,0,1,0,0,42,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30632,45,5,83064,5,1,5,1,0,0,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30633,26,5,304283,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30634,23,5,436798,2,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30635,24,5,29302,2,0,3,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30636,43,5,104660,6,6,2,1,4934,0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30637,42,5,79036,1,2,2,1,0,0,40,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30638,72,5,165622,2,6,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30639,21,5,177287,2,0,3,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30640,57,5,199847,5,1,5,1,15024,0,60,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30641,24,5,22966,5,1,5,1,0,0,45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30642,27,5,59068,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30643,54,5,77336,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30644,42,3,96524,1,1,5,1,0,0,60,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30645,17,5,143868,1,0,3,1,0,0,40,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30646,48,5,121424,5,1,5,1,0,0,55,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30647,39,5,176279,5,2,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30648,41,2,177905,5,1,5,1,7688,0,70,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30649,50,5,205100,1,1,4,0,0,0,35,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30650,57,5,353881,1,2,0,1,0,0,45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30651,44,3,177937,8,1,5,1,0,0,36,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30652,20,5,122244,1,0,0,0,0,0,28,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30653,49,5,125892,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30654,44,5,155472,4,0,2,0,1151,0,50,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30655,42,5,355728,3,0,0,1,0,0,44,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30656,18,5,245274,2,0,3,1,0,0,16,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30657,18,5,240330,1,0,3,1,0,0,18,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30658,51,5,182944,1,6,2,0,0,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30659,28,5,264498,5,0,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30660,39,5,110426,4,1,4,0,15024,0,45,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30661,25,5,166971,1,1,5,1,0,0,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30662,41,5,347653,7,1,5,1,0,1977,50,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30663,39,5,33975,2,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30664,42,6,215219,1,4,2,0,0,0,30,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30665,33,5,190772,1,0,0,0,0,1617,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30666,63,5,331527,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30667,47,5,162494,2,2,2,0,0,0,45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30668,27,3,85918,5,1,5,1,0,0,68,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30669,39,5,91367,6,1,5,1,0,1848,45,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30670,20,5,182342,2,0,3,1,0,0,40,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30671,49,5,129640,1,0,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30672,70,5,133536,1,1,5,1,0,0,28,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30673,46,5,148738,1,1,5,1,0,1740,35,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30674,47,5,102583,1,1,5,1,0,0,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30675,35,5,111387,1,0,0,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30676,24,5,241752,1,0,0,1,0,0,40,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30677,22,5,334593,2,0,0,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30678,43,5,101950,5,2,0,0,0,0,35,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30679,60,3,212856,6,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30680,53,5,183973,1,1,5,1,0,0,48,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
30681,47,5,142061,2,2,2,0,0,0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30682,34,5,158615,2,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30683,37,5,29145,3,0,0,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30684,35,5,40135,1,0,3,1,0,0,30,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30685,23,5,224640,2,0,0,0,0,0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30686,27,5,146651,1,1,3,0,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30687,29,5,167737,1,0,1,1,0,0,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30688,23,5,60331,2,0,0,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30689,35,5,187167,1,2,0,0,0,0,35,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30690,18,5,157131,1,0,3,0,0,0,12,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30691,27,3,255237,5,0,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30692,56,5,192325,2,2,0,0,0,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30693,40,5,163342,1,0,0,0,0,0,70,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30694,31,5,129775,5,1,5,1,0,0,65,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30695,18,5,206008,2,0,2,1,2176,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30696,25,5,397317,4,0,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30697,36,5,745768,2,0,2,0,0,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30698,38,5,141550,1,2,0,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30699,52,5,35576,1,6,0,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30700,23,5,376383,1,0,2,1,0,0,35,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30701,48,6,200825,2,1,5,1,0,0,30,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30702,34,5,362787,1,0,2,0,0,0,35,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30703,46,5,116789,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30704,26,5,160300,1,3,0,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30705,47,5,362654,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30706,21,5,107801,2,0,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30707,65,5,170939,5,2,0,1,6723,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30708,31,3,224234,1,1,5,1,0,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30709,38,5,478346,1,1,4,0,7688,0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30710,68,5,211162,1,1,5,1,0,0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30711,26,5,147638,5,0,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30712,42,5,104647,1,2,0,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30713,49,5,67365,1,1,5,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30714,42,5,230959,5,1,4,0,0,1887,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30715,39,5,176335,6,1,5,1,7688,0,65,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30716,31,6,268482,1,1,5,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30717,28,7,288731,5,1,5,1,0,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30718,36,5,231082,5,2,0,0,0,0,50,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30719,42,7,333530,2,1,4,0,0,0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30720,62,5,214288,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30721,21,5,118023,1,0,3,1,0,0,24,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30722,21,5,187088,2,0,3,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30723,60,5,174073,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30724,22,5,133833,2,0,3,0,0,0,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30725,30,5,229772,1,1,5,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30726,64,5,210082,1,6,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30727,28,5,119287,5,1,4,0,15024,0,28,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30728,41,6,111772,4,1,5,1,0,1887,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30729,25,5,122999,1,0,1,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30730,27,5,44767,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30731,40,5,200574,4,1,5,1,0,0,44,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30732,58,5,236596,2,1,5,1,0,0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30733,31,5,33124,7,0,0,0,0,0,99,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30734,50,3,308764,1,6,2,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30735,27,5,103524,1,4,2,1,0,0,40,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30736,31,5,99483,1,0,3,1,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30737,50,5,230951,5,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30738,45,5,99355,1,1,5,1,0,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30739,33,5,857532,1,0,3,1,0,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30740,62,5,81116,2,2,0,1,0,1974,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30741,38,5,154410,1,1,5,1,0,2051,40,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30742,19,5,198943,2,0,3,0,0,0,35,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30743,30,5,311696,1,1,4,0,0,0,30,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30744,38,5,252897,2,2,3,0,0,0,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30745,42,6,39539,1,1,5,1,0,0,99,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30746,49,2,122066,2,2,0,1,0,0,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30747,53,5,110977,6,1,5,1,0,1902,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30748,45,3,199590,2,1,5,1,0,1887,40,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30749,24,5,202721,2,0,3,0,0,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30750,29,5,197565,3,0,3,0,0,0,35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30751,24,5,206827,2,0,3,0,5060,0,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30752,38,4,190895,5,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30753,25,2,158751,3,0,2,1,0,0,55,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30754,51,7,243631,1,1,5,1,0,0,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30755,17,5,219277,1,0,3,0,0,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30756,19,5,45381,2,0,3,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30757,38,5,167482,2,1,5,1,0,0,52,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30758,60,5,225014,1,2,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30759,29,6,405083,1,0,0,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30760,66,5,186061,2,6,2,0,0,4356,40,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30761,28,4,24153,1,1,4,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30762,36,5,126569,1,1,5,1,0,0,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30763,57,5,137658,1,1,5,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30764,24,5,315476,4,0,3,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30765,43,5,248186,4,0,0,0,0,0,38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30766,29,2,206903,7,1,5,1,0,0,55,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30767,67,6,191380,7,1,5,1,20051,0,25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30768,20,5,191910,1,0,3,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30769,21,5,145119,2,0,3,1,0,0,20,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30770,20,5,130840,1,0,3,1,0,0,40,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30771,42,5,33126,4,1,5,1,0,0,60,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30772,20,5,334105,2,0,3,0,0,0,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30773,19,3,354104,1,0,3,1,0,0,35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30774,34,5,111985,1,1,5,1,0,0,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30775,40,3,321187,5,0,2,0,0,0,45,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30776,33,5,138142,2,4,2,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30777,36,5,296999,2,2,0,0,0,0,37,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30778,43,5,155106,4,2,0,1,0,2444,70,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30779,41,3,174491,1,4,2,0,0,0,40,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30780,34,7,173266,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30781,33,5,25610,4,1,5,1,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30782,47,5,187563,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30783,41,5,196344,1,1,5,1,0,0,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30784,40,5,205047,1,3,0,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30785,28,5,715938,5,0,3,1,0,0,40,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30786,62,6,224520,1,1,5,1,0,0,90,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30787,29,5,229656,1,2,2,0,0,0,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30788,46,5,97883,2,2,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30789,28,5,131298,1,0,0,1,0,0,60,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30790,57,4,197875,1,2,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30791,22,5,172766,2,0,3,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30792,28,3,175796,4,0,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30793,24,5,51973,5,0,0,0,0,0,45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30794,54,6,28186,5,2,0,1,27828,0,50,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30795,22,5,291979,1,4,0,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30796,36,7,180752,5,0,2,0,0,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30797,50,5,234657,2,2,2,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30798,18,5,39411,1,0,3,1,0,0,24,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30799,52,7,334273,4,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30800,41,5,192779,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30801,21,5,105312,1,0,0,0,0,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30802,36,5,171676,5,0,0,0,0,1741,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30803,34,6,182714,5,0,0,0,0,0,55,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30804,21,5,231866,3,0,3,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30805,46,5,102102,1,0,0,1,0,0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30806,57,5,50248,2,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30807,61,3,195519,6,0,2,0,0,0,25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30808,22,7,34310,2,0,3,1,0,0,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30809,33,5,314913,1,2,3,1,0,0,53,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30810,36,7,747719,7,1,4,0,15024,0,50,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30811,43,3,188280,6,2,2,0,914,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30812,25,5,110978,4,1,4,0,0,0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30813,17,5,79682,1,0,1,1,0,0,30,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30814,45,5,294671,3,1,5,1,4386,0,38,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
